Chart Count,Pressure [ Pa ]
1.46000000e+02, 1.01753918e+03
1.47000000e+02, 1.02103973e+03
1.48000000e+02, 1.02452490e+03
1.49000000e+02, 1.02792163e+03
1.50000000e+02, 1.03131213e+03
1.51000000e+02, 1.03469592e+03
1.52000000e+02, 1.03807349e+03
1.53000000e+02, 1.04142908e+03
1.54000000e+02, 1.04467871e+03
1.55000000e+02, 1.04791895e+03
1.56000000e+02, 1.05115173e+03
1.57000000e+02, 1.05437671e+03
1.58000000e+02, 1.05757837e+03
1.59000000e+02, 1.06068445e+03
1.60000000e+02, 1.06378210e+03
1.61000000e+02, 1.06687012e+03
1.62000000e+02, 1.06994897e+03
1.63000000e+02, 1.07301160e+03
1.64000000e+02, 1.07602930e+03
1.65000000e+02, 1.07903589e+03
1.66000000e+02, 1.08203076e+03
1.67000000e+02, 1.08501331e+03
1.68000000e+02, 1.08795142e+03
1.69000000e+02, 1.09085315e+03
1.70000000e+02, 1.09373901e+03
1.71000000e+02, 1.09661035e+03
1.72000000e+02, 1.09945483e+03
1.73000000e+02, 1.10223828e+03
1.74000000e+02, 1.10500464e+03
1.75000000e+02, 1.10775354e+03
1.76000000e+02, 1.11050745e+03
1.77000000e+02, 1.11309875e+03
1.78000000e+02, 1.11569092e+03
1.79000000e+02, 1.11826196e+03
1.80000000e+02, 1.12081177e+03
1.81000000e+02, 1.12324585e+03
1.82000000e+02, 1.12564575e+03
1.83000000e+02, 1.12802063e+03
1.84000000e+02, 1.13037000e+03
1.85000000e+02, 1.13255054e+03
1.86000000e+02, 1.13469275e+03
1.87000000e+02, 1.13680701e+03
1.88000000e+02, 1.13889343e+03
1.89000000e+02, 1.14067029e+03
1.90000000e+02, 1.14241431e+03
1.91000000e+02, 1.14414856e+03
1.92000000e+02, 1.14586902e+03
1.93000000e+02, 1.14732068e+03
1.94000000e+02, 1.14875635e+03
1.95000000e+02, 1.15017615e+03
1.96000000e+02, 1.15155151e+03
1.97000000e+02, 1.15287537e+03
1.98000000e+02, 1.15418384e+03
1.99000000e+02, 1.15739783e+03


