Chart Count,Pressure [ Pa ]
6.30000000e+01, -7.67208767e+00
6.40000000e+01, -7.90841341e+00
6.50000000e+01, -8.14682579e+00
6.60000000e+01, -8.38523960e+00
6.70000000e+01, -8.62365246e+00
6.80000000e+01, -8.86218834e+00
6.90000000e+01, -9.09508133e+00
7.00000000e+01, -9.32818508e+00
7.10000000e+01, -9.56128693e+00
7.20000000e+01, -9.79438972e+00
7.30000000e+01, -1.00249472e+01
7.40000000e+01, -1.02424927e+01
7.50000000e+01, -1.04600363e+01
7.60000000e+01, -1.06775827e+01
7.70000000e+01, -1.08951283e+01
7.80000000e+01, -1.11055307e+01
7.90000000e+01, -1.13001251e+01
8.00000000e+01, -1.14947205e+01
8.10000000e+01, -1.16893167e+01
8.20000000e+01, -1.18839102e+01
8.30000000e+01, -1.20643406e+01
8.40000000e+01, -1.22280550e+01
8.50000000e+01, -1.23917675e+01
8.60000000e+01, -1.25554810e+01
8.70000000e+01, -1.27191954e+01
8.80000000e+01, -1.28626852e+01
8.90000000e+01, -1.29930382e+01
9.00000000e+01, -1.31233892e+01
9.10000000e+01, -1.32537441e+01
9.20000000e+01, -1.33840971e+01
9.30000000e+01, -1.34919119e+01
9.40000000e+01, -1.35923634e+01
9.50000000e+01, -1.36928148e+01
9.60000000e+01, -1.37932692e+01
9.70000000e+01, -1.38937216e+01
9.80000000e+01, -1.39701014e+01
9.90000000e+01, -1.40438442e+01
1.00000000e+02, -1.41175861e+01
1.01000000e+02, -1.41913290e+01
1.02000000e+02, -1.42639694e+01
1.03000000e+02, -1.43151426e+01
1.04000000e+02, -1.43663149e+01
1.05000000e+02, -1.44174881e+01
1.06000000e+02, -1.44686613e+01
1.07000000e+02, -1.45143223e+01
1.08000000e+02, -1.45374460e+01
1.09000000e+02, -1.45605679e+01
1.10000000e+02, -1.45836906e+01
1.11000000e+02, -1.46068125e+01
1.12000000e+02, -1.46207476e+01
1.13000000e+02, -1.46171598e+01
1.14000000e+02, -1.46135712e+01
1.15000000e+02, -1.46099825e+01
1.16000000e+02, -1.46063929e+01
1.17000000e+02, -1.45985098e+01
1.18000000e+02, -1.45861797e+01
1.19000000e+02, -1.45738506e+01
1.20000000e+02, -1.45615196e+01
1.21000000e+02, -1.45491915e+01
1.22000000e+02, -1.45370541e+01
1.23000000e+02, -1.45250254e+01
1.24000000e+02, -1.45129938e+01
1.25000000e+02, -1.45009661e+01
1.26000000e+02, -1.44889364e+01
1.27000000e+02, -1.44794779e+01
1.28000000e+02, -1.44707146e+01
1.29000000e+02, -1.44619522e+01
1.30000000e+02, -1.44531898e+01
1.31000000e+02, -1.44444265e+01
1.32000000e+02, -1.44473867e+01
1.33000000e+02, -1.44511747e+01
1.34000000e+02, -1.44549608e+01
1.35000000e+02, -1.44587488e+01
1.36000000e+02, -1.44640703e+01
1.37000000e+02, -1.44866457e+01
1.38000000e+02, -1.45092230e+01
1.39000000e+02, -1.45317993e+01
1.40000000e+02, -1.45543756e+01
1.41000000e+02, -1.45808020e+01
1.42000000e+02, -1.46201744e+01
1.43000000e+02, -1.46595449e+01
1.44000000e+02, -1.46989174e+01
1.45000000e+02, -1.47382879e+01
1.46000000e+02, -1.48066902e+01
1.47000000e+02, -1.49231186e+01
1.48000000e+02, -1.50395470e+01
1.49000000e+02, -1.51559782e+01
1.50000000e+02, -1.52724075e+01
1.51000000e+02, -1.54328651e+01
1.52000000e+02, -1.56332722e+01
1.53000000e+02, -1.58336782e+01
1.54000000e+02, -1.60340843e+01
1.55000000e+02, -1.62344894e+01
1.56000000e+02, -1.64625835e+01
1.57000000e+02, -1.67041950e+01
1.58000000e+02, -1.69458084e+01
1.59000000e+02, -1.71874237e+01
1.60000000e+02, -1.74290371e+01
1.61000000e+02, -1.77342606e+01
1.62000000e+02, -1.80535049e+01
1.63000000e+02, -1.83727474e+01
1.64000000e+02, -1.86919918e+01
1.65000000e+02, -1.90112324e+01
1.66000000e+02, -1.94754353e+01
1.67000000e+02, -1.99445953e+01
1.68000000e+02, -2.04137592e+01
1.69000000e+02, -2.08829231e+01
1.70000000e+02, -2.13837299e+01
1.71000000e+02, -2.21291027e+01
1.72000000e+02, -2.28744774e+01
1.73000000e+02, -2.36198597e+01
1.74000000e+02, -2.43652477e+01
1.75000000e+02, -2.53590469e+01
1.76000000e+02, -2.70507717e+01
1.77000000e+02, -2.87425079e+01
1.78000000e+02, -3.04342690e+01
1.79000000e+02, -3.21271095e+01
1.80000000e+02, -3.68036957e+01
1.81000000e+02, -4.57804718e+01
1.82000000e+02, -5.47572479e+01
1.83000000e+02, -6.37340164e+01
1.84000000e+02, -7.27173462e+01
1.85000000e+02, -9.44290771e+01
1.86000000e+02, -1.26257568e+02
1.87000000e+02, -1.58086029e+02
1.88000000e+02, -1.89931686e+02
1.89000000e+02, -2.21765915e+02
1.90000000e+02, -2.82663696e+02
1.91000000e+02, -3.55727875e+02
1.92000000e+02, -4.28792114e+02
1.93000000e+02, -5.01909790e+02
1.94000000e+02, -5.74994446e+02
1.95000000e+02, -6.18819946e+02
1.96000000e+02, -6.57554565e+02
1.97000000e+02, -6.96317017e+02
1.98000000e+02, -7.35066772e+02
1.99000000e+02, -7.73815979e+02


