Chart Count,Pressure [ Pa ]
1.46000000e+02, -9.81664795e+02
1.47000000e+02, -9.82159546e+02
1.48000000e+02, -9.82654358e+02
1.49000000e+02, -9.83149170e+02
1.50000000e+02, -9.83566528e+02
1.51000000e+02, -9.83764465e+02
1.52000000e+02, -9.83962280e+02
1.53000000e+02, -9.84160278e+02
1.54000000e+02, -9.84358154e+02
1.55000000e+02, -9.84530762e+02
1.56000000e+02, -9.84634827e+02
1.57000000e+02, -9.84738892e+02
1.58000000e+02, -9.84842896e+02
1.59000000e+02, -9.84946960e+02
1.60000000e+02, -9.85089600e+02
1.61000000e+02, -9.85331909e+02
1.62000000e+02, -9.85574280e+02
1.63000000e+02, -9.85816589e+02
1.64000000e+02, -9.86058960e+02
1.65000000e+02, -9.86280212e+02
1.66000000e+02, -9.86449646e+02
1.67000000e+02, -9.86619080e+02
1.68000000e+02, -9.86788452e+02
1.69000000e+02, -9.86957886e+02
1.70000000e+02, -9.87133301e+02
1.71000000e+02, -9.87322815e+02
1.72000000e+02, -9.87512207e+02
1.73000000e+02, -9.87701660e+02
1.74000000e+02, -9.87891113e+02
1.75000000e+02, -9.88098145e+02
1.76000000e+02, -9.88345215e+02
1.77000000e+02, -9.88592163e+02
1.78000000e+02, -9.88839233e+02
1.79000000e+02, -9.89086243e+02
1.80000000e+02, -9.89383789e+02
1.81000000e+02, -9.89791992e+02
1.82000000e+02, -9.90200195e+02
1.83000000e+02, -9.90608459e+02
1.84000000e+02, -9.91016663e+02
1.85000000e+02, -9.91369202e+02
1.86000000e+02, -9.91604614e+02
1.87000000e+02, -9.91839966e+02
1.88000000e+02, -9.92075317e+02
1.89000000e+02, -9.92310669e+02
1.90000000e+02, -9.92528076e+02
1.91000000e+02, -9.92709229e+02
1.92000000e+02, -9.92890381e+02
1.93000000e+02, -9.93071533e+02
1.94000000e+02, -9.93252686e+02
1.95000000e+02, -9.93374146e+02
1.96000000e+02, -9.93379211e+02
1.97000000e+02, -9.93384277e+02
1.98000000e+02, -9.93389343e+02
1.99000000e+02, -9.93394470e+02
2.00000000e+02, -9.93286072e+02
2.01000000e+02, -9.92965149e+02
2.02000000e+02, -9.92644287e+02
2.03000000e+02, -9.92323242e+02
2.04000000e+02, -9.92002380e+02
2.05000000e+02, -9.91614014e+02
2.06000000e+02, -9.91104248e+02
2.07000000e+02, -9.90594421e+02
2.08000000e+02, -9.90084534e+02
2.09000000e+02, -9.89574707e+02
2.10000000e+02, -9.89301758e+02
2.11000000e+02, -9.89439697e+02
2.12000000e+02, -9.89577759e+02
2.13000000e+02, -9.89715698e+02
2.14000000e+02, -9.89853638e+02
2.15000000e+02, -9.90065186e+02
2.16000000e+02, -9.90399780e+02
2.17000000e+02, -9.90734314e+02
2.18000000e+02, -9.91068909e+02
2.19000000e+02, -9.91403442e+02
2.20000000e+02, -9.91550171e+02
2.21000000e+02, -9.91394775e+02
2.22000000e+02, -9.91239258e+02
2.23000000e+02, -9.91083984e+02
2.24000000e+02, -9.90928467e+02
2.25000000e+02, -9.90599548e+02
2.26000000e+02, -9.90001221e+02
2.27000000e+02, -9.89402954e+02
2.28000000e+02, -9.88804504e+02
2.29000000e+02, -9.88206177e+02
2.30000000e+02, -9.87707520e+02
2.31000000e+02, -9.87358032e+02
2.32000000e+02, -9.87008545e+02
2.33000000e+02, -9.86658936e+02
2.34000000e+02, -9.86309448e+02
2.35000000e+02, -9.86075562e+02
2.36000000e+02, -9.86008667e+02
2.37000000e+02, -9.85941772e+02
2.38000000e+02, -9.85874878e+02
2.39000000e+02, -9.85807983e+02
2.40000000e+02, -9.85744995e+02
2.41000000e+02, -9.85687317e+02
2.42000000e+02, -9.85629639e+02
2.43000000e+02, -9.85572021e+02
2.44000000e+02, -9.85514404e+02
2.45000000e+02, -9.85323975e+02
2.46000000e+02, -9.84954956e+02
2.47000000e+02, -9.84585876e+02
2.48000000e+02, -9.84216858e+02
2.49000000e+02, -9.83847839e+02
2.50000000e+02, -9.83481750e+02
2.51000000e+02, -9.83119446e+02
2.52000000e+02, -9.82757080e+02
2.53000000e+02, -9.82394775e+02
2.54000000e+02, -9.82032471e+02
2.55000000e+02, -9.81773987e+02
2.56000000e+02, -9.81645386e+02
2.57000000e+02, -9.81516724e+02
2.58000000e+02, -9.81388062e+02
2.59000000e+02, -9.81259399e+02
2.60000000e+02, -9.81087097e+02
2.61000000e+02, -9.80861877e+02
2.62000000e+02, -9.80636780e+02
2.63000000e+02, -9.80411621e+02
2.64000000e+02, -9.80186462e+02
2.65000000e+02, -9.79859009e+02
2.66000000e+02, -9.79412231e+02
2.67000000e+02, -9.78965515e+02
2.68000000e+02, -9.78518799e+02
2.69000000e+02, -9.78072021e+02
2.70000000e+02, -9.77649414e+02
2.71000000e+02, -9.77254211e+02
2.72000000e+02, -9.76858948e+02
2.73000000e+02, -9.76463623e+02
2.74000000e+02, -9.76068359e+02
2.75000000e+02, -9.75653442e+02
2.76000000e+02, -9.75217163e+02
2.77000000e+02, -9.74780823e+02
2.78000000e+02, -9.74344543e+02
2.79000000e+02, -9.73908203e+02
2.80000000e+02, -9.73541748e+02
2.81000000e+02, -9.73248657e+02
2.82000000e+02, -9.72955444e+02
2.83000000e+02, -9.72662354e+02
2.84000000e+02, -9.72369202e+02
2.85000000e+02, -9.72150391e+02
2.86000000e+02, -9.72006958e+02
2.87000000e+02, -9.71863525e+02
2.88000000e+02, -9.71720154e+02
2.89000000e+02, -9.71576660e+02
2.90000000e+02, -9.71381714e+02
2.91000000e+02, -9.71136230e+02
2.92000000e+02, -9.70890747e+02
2.93000000e+02, -9.70645264e+02
2.94000000e+02, -9.70399780e+02
2.95000000e+02, -9.70084778e+02
2.96000000e+02, -9.69704041e+02
2.97000000e+02, -9.69323303e+02
2.98000000e+02, -9.68942505e+02
2.99000000e+02, -9.68561768e+02
3.00000000e+02, -9.68161682e+02
3.01000000e+02, -9.67743774e+02
3.02000000e+02, -9.67325928e+02
3.03000000e+02, -9.66907959e+02
3.04000000e+02, -9.66490112e+02
3.05000000e+02, -9.66051453e+02
3.06000000e+02, -9.65594482e+02
3.07000000e+02, -9.65137451e+02
3.08000000e+02, -9.64680542e+02
3.09000000e+02, -9.64223450e+02
3.10000000e+02, -9.63854797e+02
3.11000000e+02, -9.63561523e+02
3.12000000e+02, -9.63268188e+02
3.13000000e+02, -9.62974854e+02
3.14000000e+02, -9.62681396e+02
3.15000000e+02, -9.62406372e+02
3.16000000e+02, -9.62146423e+02
3.17000000e+02, -9.61886475e+02
3.18000000e+02, -9.61626526e+02
3.19000000e+02, -9.61366577e+02
3.20000000e+02, -9.60985474e+02
3.21000000e+02, -9.60508301e+02
3.22000000e+02, -9.60031128e+02
3.23000000e+02, -9.59553894e+02
3.24000000e+02, -9.59076721e+02
3.25000000e+02, -9.58449402e+02
3.26000000e+02, -9.57707031e+02
3.27000000e+02, -9.56964539e+02
3.28000000e+02, -9.56222107e+02
3.29000000e+02, -9.55479736e+02
3.30000000e+02, -9.54847656e+02
3.31000000e+02, -9.54297119e+02
3.32000000e+02, -9.53746582e+02
3.33000000e+02, -9.53196167e+02
3.34000000e+02, -9.52645630e+02
3.35000000e+02, -9.52251282e+02
3.36000000e+02, -9.51968384e+02
3.37000000e+02, -9.51685425e+02
3.38000000e+02, -9.51402466e+02
3.39000000e+02, -9.51119507e+02
3.40000000e+02, -9.50820007e+02
3.41000000e+02, -9.50509277e+02
3.42000000e+02, -9.50198486e+02
3.43000000e+02, -9.49887756e+02
3.44000000e+02, -9.49576965e+02
3.45000000e+02, -9.49182312e+02
3.46000000e+02, -9.48731812e+02
3.47000000e+02, -9.48281311e+02
3.48000000e+02, -9.47830811e+02
3.49000000e+02, -9.47380371e+02
3.50000000e+02, -9.46849609e+02
3.51000000e+02, -9.46267212e+02
3.52000000e+02, -9.45684937e+02
3.53000000e+02, -9.45102661e+02
3.54000000e+02, -9.44520386e+02
3.55000000e+02, -9.43873474e+02
3.56000000e+02, -9.43186646e+02
3.57000000e+02, -9.42499756e+02
3.58000000e+02, -9.41812988e+02
3.59000000e+02, -9.41126160e+02
3.60000000e+02, -9.40504272e+02
3.61000000e+02, -9.39920898e+02
3.62000000e+02, -9.39337524e+02
3.63000000e+02, -9.38754150e+02
3.64000000e+02, -9.38170837e+02
3.65000000e+02, -9.37613953e+02
3.66000000e+02, -9.37072266e+02
3.67000000e+02, -9.36530640e+02
3.68000000e+02, -9.35988892e+02
3.69000000e+02, -9.35447266e+02
3.70000000e+02, -9.34888672e+02
3.71000000e+02, -9.34320557e+02
3.72000000e+02, -9.33752563e+02
3.73000000e+02, -9.33184570e+02
3.74000000e+02, -9.32616516e+02
3.75000000e+02, -9.32122925e+02
3.76000000e+02, -9.31668579e+02
3.77000000e+02, -9.31214355e+02
3.78000000e+02, -9.30760132e+02
3.79000000e+02, -9.30305847e+02
3.80000000e+02, -9.29949829e+02
3.81000000e+02, -9.29643921e+02
3.82000000e+02, -9.29338013e+02
3.83000000e+02, -9.29032166e+02
3.84000000e+02, -9.28726318e+02
3.85000000e+02, -9.28215027e+02
3.86000000e+02, -9.27602844e+02
3.87000000e+02, -9.26990601e+02
3.88000000e+02, -9.26378479e+02
3.89000000e+02, -9.25766235e+02
3.90000000e+02, -9.25134277e+02
3.91000000e+02, -9.24493042e+02
3.92000000e+02, -9.23851807e+02
3.93000000e+02, -9.23210571e+02
3.94000000e+02, -9.22569336e+02
3.95000000e+02, -9.21885742e+02
3.96000000e+02, -9.21182739e+02
