Chart Count,Wall Shear Y [ Pa ]
2.65000000e+02, 8.23801231e+00
2.66000000e+02, 8.24189186e+00
2.67000000e+02, 8.24577045e+00
2.68000000e+02, 8.24964905e+00
2.69000000e+02, 8.25352859e+00
2.70000000e+02, 8.25793171e+00
2.71000000e+02, 8.26292515e+00
2.72000000e+02, 8.26791954e+00
2.73000000e+02, 8.27291203e+00
2.74000000e+02, 8.27790451e+00
2.75000000e+02, 8.28465366e+00
2.76000000e+02, 8.29331112e+00
2.77000000e+02, 8.30196857e+00
2.78000000e+02, 8.31062698e+00
2.79000000e+02, 8.31928444e+00
2.80000000e+02, 8.32544231e+00
2.81000000e+02, 8.32897186e+00
2.82000000e+02, 8.33250237e+00
2.83000000e+02, 8.33603096e+00
2.84000000e+02, 8.33956146e+00
2.85000000e+02, 8.34386539e+00
2.86000000e+02, 8.34895420e+00
2.87000000e+02, 8.35404396e+00
2.88000000e+02, 8.35913181e+00
2.89000000e+02, 8.36422062e+00
2.90000000e+02, 8.36597633e+00
2.91000000e+02, 8.36446381e+00
2.92000000e+02, 8.36295223e+00
2.93000000e+02, 8.36144066e+00
2.94000000e+02, 8.35992813e+00
2.95000000e+02, 8.36136341e+00
2.96000000e+02, 8.36558723e+00
2.97000000e+02, 8.36981010e+00
2.98000000e+02, 8.37403488e+00
2.99000000e+02, 8.37825775e+00
3.00000000e+02, 8.37882996e+00
3.01000000e+02, 8.37606430e+00
3.02000000e+02, 8.37329865e+00
3.03000000e+02, 8.37053204e+00
3.04000000e+02, 8.36776638e+00
3.05000000e+02, 8.36829376e+00
3.06000000e+02, 8.37172604e+00
3.07000000e+02, 8.37515831e+00
3.08000000e+02, 8.37859058e+00
3.09000000e+02, 8.38202286e+00
3.10000000e+02, 8.38523293e+00
3.11000000e+02, 8.38825226e+00
3.12000000e+02, 8.39127159e+00
3.13000000e+02, 8.39428997e+00
3.14000000e+02, 8.39730930e+00
3.15000000e+02, 8.40012646e+00
3.16000000e+02, 8.40277576e+00
3.17000000e+02, 8.40542603e+00
3.18000000e+02, 8.40807533e+00
3.19000000e+02, 8.41072464e+00
3.20000000e+02, 8.41230965e+00
3.21000000e+02, 8.41304874e+00
3.22000000e+02, 8.41378784e+00
3.23000000e+02, 8.41452599e+00
3.24000000e+02, 8.41526508e+00
3.25000000e+02, 8.41483021e+00
3.26000000e+02, 8.41349506e+00
3.27000000e+02, 8.41215897e+00
3.28000000e+02, 8.41082287e+00
3.29000000e+02, 8.40948772e+00
3.30000000e+02, 8.41647625e+00
3.31000000e+02, 8.42962456e+00
3.32000000e+02, 8.44277382e+00
3.33000000e+02, 8.45592213e+00
3.34000000e+02, 8.46907139e+00
3.35000000e+02, 8.47855377e+00
3.36000000e+02, 8.48541641e+00
3.37000000e+02, 8.49228001e+00
3.38000000e+02, 8.49914360e+00
3.39000000e+02, 8.50600624e+00
3.40000000e+02, 8.50935555e+00
3.41000000e+02, 8.51028442e+00
3.42000000e+02, 8.51121330e+00
3.43000000e+02, 8.51214218e+00
3.44000000e+02, 8.51307106e+00
3.45000000e+02, 8.51443768e+00
3.46000000e+02, 8.51609325e+00
3.47000000e+02, 8.51774979e+00
3.48000000e+02, 8.51940536e+00
3.49000000e+02, 8.52106190e+00
3.50000000e+02, 8.52404976e+00
3.51000000e+02, 8.52789021e+00
3.52000000e+02, 8.53173065e+00
3.53000000e+02, 8.53557110e+00
3.54000000e+02, 8.53941154e+00
3.55000000e+02, 8.54340363e+00
3.56000000e+02, 8.54749107e+00
3.57000000e+02, 8.55157661e+00
3.58000000e+02, 8.55566406e+00
3.59000000e+02, 8.55975056e+00
3.60000000e+02, 8.56447029e+00
3.61000000e+02, 8.56956577e+00
3.62000000e+02, 8.57466221e+00
3.63000000e+02, 8.57975864e+00
3.64000000e+02, 8.58485508e+00
3.65000000e+02, 8.59185696e+00
3.66000000e+02, 8.59995079e+00
3.67000000e+02, 8.60804558e+00
3.68000000e+02, 8.61614037e+00
3.69000000e+02, 8.62423515e+00
3.70000000e+02, 8.63200951e+00
3.71000000e+02, 8.63960552e+00
3.72000000e+02, 8.64720345e+00
3.73000000e+02, 8.65480042e+00
3.74000000e+02, 8.66239738e+00
3.75000000e+02, 8.66902161e+00
3.76000000e+02, 8.67513084e+00
3.77000000e+02, 8.68124008e+00
3.78000000e+02, 8.68734932e+00
3.79000000e+02, 8.69345856e+00
3.80000000e+02, 8.70094109e+00
3.81000000e+02, 8.70912361e+00
3.82000000e+02, 8.71730804e+00
3.83000000e+02, 8.72549057e+00
3.84000000e+02, 8.73367500e+00
3.85000000e+02, 8.73805618e+00
3.86000000e+02, 8.74057007e+00
3.87000000e+02, 8.74308395e+00
3.88000000e+02, 8.74559689e+00
3.89000000e+02, 8.74811077e+00
3.90000000e+02, 8.74921131e+00
3.91000000e+02, 8.74964237e+00
3.92000000e+02, 8.75007439e+00
3.93000000e+02, 8.75050640e+00
3.94000000e+02, 8.75093842e+00
3.95000000e+02, 8.75811195e+00
3.96000000e+02, 8.76834202e+00
3.97000000e+02, 8.77857208e+00
3.98000000e+02, 8.78880310e+00
3.99000000e+02, 8.79903221e+00
4.00000000e+02, 8.80849743e+00
4.01000000e+02, 8.81762886e+00
4.02000000e+02, 8.82675934e+00
4.03000000e+02, 8.83589172e+00
4.04000000e+02, 8.84502316e+00
4.05000000e+02, 8.85258484e+00
4.06000000e+02, 8.85948944e+00
4.07000000e+02, 8.86639595e+00
4.08000000e+02, 8.87330246e+00
4.09000000e+02, 8.88020897e+00
4.10000000e+02, 8.88717556e+00
4.11000000e+02, 8.89416504e+00
4.12000000e+02, 8.90115547e+00
4.13000000e+02, 8.90814590e+00
4.14000000e+02, 8.91513538e+00
4.15000000e+02, 8.92067242e+00
4.16000000e+02, 8.92564964e+00
4.17000000e+02, 8.93062878e+00
4.18000000e+02, 8.93560791e+00
4.19000000e+02, 8.94058609e+00
4.20000000e+02, 8.94412708e+00
4.21000000e+02, 8.94714165e+00
4.22000000e+02, 8.95015526e+00
4.23000000e+02, 8.95316982e+00
4.24000000e+02, 8.95618439e+00
4.25000000e+02, 8.96041965e+00
4.26000000e+02, 8.96508598e+00
4.27000000e+02, 8.96975136e+00
4.28000000e+02, 8.97441673e+00
4.29000000e+02, 8.97908211e+00
4.30000000e+02, 8.98750019e+00
4.31000000e+02, 8.99717617e+00
4.32000000e+02, 9.00685215e+00
4.33000000e+02, 9.01652718e+00
4.34000000e+02, 9.02620316e+00
4.35000000e+02, 9.03708172e+00
4.36000000e+02, 9.04834366e+00
4.37000000e+02, 9.05960655e+00
4.38000000e+02, 9.07086945e+00
4.39000000e+02, 9.08213234e+00
4.40000000e+02, 9.08867741e+00
4.41000000e+02, 9.09378433e+00
4.42000000e+02, 9.09889221e+00
4.43000000e+02, 9.10399914e+00
4.44000000e+02, 9.10910702e+00
4.45000000e+02, 9.11371040e+00
4.46000000e+02, 9.11816788e+00
4.47000000e+02, 9.12262535e+00
4.48000000e+02, 9.12708282e+00
4.49000000e+02, 9.13154125e+00
4.50000000e+02, 9.13656139e+00
4.51000000e+02, 9.14173794e+00
4.52000000e+02, 9.14691353e+00
4.53000000e+02, 9.15209007e+00
4.54000000e+02, 9.15726566e+00
4.55000000e+02, 9.16194534e+00
4.56000000e+02, 9.16649437e+00
4.57000000e+02, 9.17104530e+00
4.58000000e+02, 9.17559433e+00
4.59000000e+02, 9.18014431e+00
4.60000000e+02, 9.18472672e+00
4.61000000e+02, 9.18931770e+00
4.62000000e+02, 9.19390869e+00
4.63000000e+02, 9.19849968e+00
4.64000000e+02, 9.20309162e+00
4.65000000e+02, 9.20699501e+00
4.66000000e+02, 9.21073723e+00
4.67000000e+02, 9.21448040e+00
4.68000000e+02, 9.21822357e+00
4.69000000e+02, 9.22196674e+00
4.70000000e+02, 9.22513580e+00
4.71000000e+02, 9.22817802e+00
4.72000000e+02, 9.23122120e+00
4.73000000e+02, 9.23426437e+00
4.74000000e+02, 9.23730659e+00
4.75000000e+02, 9.24408531e+00
4.76000000e+02, 9.25164223e+00
4.77000000e+02, 9.25919914e+00
4.78000000e+02, 9.26675701e+00
4.79000000e+02, 9.27431393e+00
4.80000000e+02, 9.28353119e+00
4.81000000e+02, 9.29307175e+00
4.82000000e+02, 9.30261326e+00
4.83000000e+02, 9.31215477e+00
4.84000000e+02, 9.32169533e+00
4.85000000e+02, 9.32619095e+00
4.86000000e+02, 9.32975960e+00
4.87000000e+02, 9.33332634e+00
4.88000000e+02, 9.33689499e+00
4.89000000e+02, 9.34046364e+00
4.90000000e+02, 9.34352016e+00
4.91000000e+02, 9.34648895e+00
4.92000000e+02, 9.34945869e+00
4.93000000e+02, 9.35242748e+00
4.94000000e+02, 9.35539722e+00
4.95000000e+02, 9.35763931e+00
4.96000000e+02, 9.35976696e+00
4.97000000e+02, 9.36189365e+00
4.98000000e+02, 9.36402130e+00
4.99000000e+02, 9.36614799e+00
5.00000000e+02, 9.36634541e+00
5.01000000e+02, 9.36625671e+00
5.02000000e+02, 9.36616802e+00
5.03000000e+02, 9.36607933e+00
5.04000000e+02, 9.36599159e+00
5.05000000e+02, 9.36400414e+00
5.06000000e+02, 9.36175728e+00
5.07000000e+02, 9.35950947e+00
5.08000000e+02, 9.35726166e+00
5.09000000e+02, 9.35501480e+00
5.10000000e+02, 9.36676788e+00
5.11000000e+02, 9.38028717e+00
5.12000000e+02, 9.39380455e+00
5.13000000e+02, 9.40732288e+00
5.14000000e+02, 9.42084026e+00
5.15000000e+02, 9.42803288e+00
5.16000000e+02, 9.43449593e+00
5.17000000e+02, 9.44095802e+00
5.18000000e+02, 9.44742107e+00
5.19000000e+02, 9.45388317e+00
5.20000000e+02, 9.45885658e+00
5.21000000e+02, 9.46367264e+00
5.22000000e+02, 9.46848965e+00
5.23000000e+02, 9.47330570e+00
5.24000000e+02, 9.47812176e+00
5.25000000e+02, 9.48275375e+00
5.26000000e+02, 9.48736668e+00
5.27000000e+02, 9.49198055e+00
5.28000000e+02, 9.49659443e+00
5.29000000e+02, 9.50120831e+00
5.30000000e+02, 9.50511646e+00
5.31000000e+02, 9.50896740e+00
5.32000000e+02, 9.51281643e+00
5.33000000e+02, 9.51666546e+00
5.34000000e+02, 9.52051449e+00
5.35000000e+02, 9.52627277e+00
5.36000000e+02, 9.53216934e+00
5.37000000e+02, 9.53806496e+00
5.38000000e+02, 9.54396152e+00
5.39000000e+02, 9.54985809e+00
5.40000000e+02, 9.56288052e+00
5.41000000e+02, 9.57635307e+00
5.42000000e+02, 9.58982372e+00
5.43000000e+02, 9.60329342e+00
5.44000000e+02, 9.61676407e+00
5.45000000e+02, 9.63849068e+00
5.46000000e+02, 9.66062832e+00
5.47000000e+02, 9.68276501e+00
5.48000000e+02, 9.70490170e+00
5.49000000e+02, 9.72703838e+00
5.50000000e+02, 9.75042915e+00
5.51000000e+02, 9.77374649e+00
5.52000000e+02, 9.79706383e+00
5.53000000e+02, 9.82055283e+00
5.54000000e+02, 9.84392262e+00
5.55000000e+02, 9.87549973e+00
5.56000000e+02, 9.90730095e+00
5.57000000e+02, 9.93909550e+00
5.58000000e+02, 9.97126102e+00
5.59000000e+02, 1.00031700e+01
5.60000000e+02, 1.01049728e+01
5.61000000e+02, 1.02084665e+01
5.62000000e+02, 1.03119259e+01
5.63000000e+02, 1.04164181e+01
5.64000000e+02, 1.05202017e+01
5.65000000e+02, 1.07687387e+01
5.66000000e+02, 1.10194836e+01
5.67000000e+02, 1.12702227e+01
5.68000000e+02, 1.15222731e+01
5.69000000e+02, 1.17756147e+01
5.70000000e+02, 1.19635391e+01
5.71000000e+02, 1.21525955e+01
5.72000000e+02, 1.23431692e+01
5.73000000e+02, 1.25328922e+01
5.74000000e+02, 1.27226152e+01


