Chart Count,Pressure [ Pa ]
1.57000000e+02, -5.07531677e+02
1.58000000e+02, -5.21782349e+02
1.59000000e+02, -5.36835571e+02
1.60000000e+02, -5.52708984e+02
1.61000000e+02, -5.68625854e+02
1.62000000e+02, -5.84689819e+02
1.63000000e+02, -6.01027039e+02
1.64000000e+02, -6.17867249e+02
1.65000000e+02, -6.35665222e+02
1.66000000e+02, -6.53508423e+02
1.67000000e+02, -6.71385071e+02
1.68000000e+02, -6.89276978e+02
1.69000000e+02, -7.08149292e+02
1.70000000e+02, -7.27846619e+02
1.71000000e+02, -7.47574951e+02
1.72000000e+02, -7.67359436e+02
1.73000000e+02, -7.87699829e+02
1.74000000e+02, -8.10188232e+02
1.75000000e+02, -8.32733276e+02
1.76000000e+02, -8.55340088e+02
1.77000000e+02, -8.78135681e+02
1.78000000e+02, -9.02118774e+02
1.79000000e+02, -9.27754700e+02
1.80000000e+02, -9.53280762e+02
1.81000000e+02, -9.78933716e+02
1.82000000e+02, -1.00471552e+03
1.83000000e+02, -1.03064087e+03
1.84000000e+02, -1.05775586e+03
1.85000000e+02, -1.08513770e+03
1.86000000e+02, -1.11277271e+03
1.87000000e+02, -1.14066125e+03
1.88000000e+02, -1.16786621e+03
1.89000000e+02, -1.19258752e+03
1.90000000e+02, -1.21758948e+03
1.91000000e+02, -1.24280359e+03
1.92000000e+02, -1.26821985e+03
1.93000000e+02, -1.28979211e+03
1.94000000e+02, -1.30771680e+03
1.95000000e+02, -1.32566687e+03
1.96000000e+02, -1.34364258e+03
1.97000000e+02, -1.36095996e+03
1.98000000e+02, -1.36829993e+03
1.99000000e+02, -1.37585034e+03


